domain,category,score,first_seen,last_seen,ports,ip,url,type,file_hash
,THREATFOX,0.0,2025-04-21,2025-04-21,,16.163.161.107,,Intel::ADDR,
,THREATFOX,0.0,2025-04-21,2025-04-21,,8.140.25.155,,Intel::ADDR,
,THREATFOX,0.0,2025-04-21,2025-04-21,,8.140.25.155,,Intel::ADDR,
,THREATFOX,0.0,2025-04-21,2025-04-21,,36.133.14.65,,Intel::ADDR,
,THREATFOX,0.0,2025-04-21,2025-04-21,,36.133.14.65,,Intel::ADDR,
,THREATFOX,0.0,2025-04-21,2025-04-21,,117.23.59.90,,Intel::ADDR,
,THREATFOX,0.0,2025-04-21,2025-04-21,,117.23.59.90,,Intel::ADDR,
,THREATFOX,0.0,2025-04-21,2025-04-21,,120.27.162.47,,Intel::ADDR,
,THREATFOX,0.0,2025-04-21,2025-04-21,,120.27.162.47,,Intel::ADDR,
,THREATFOX,0.0,2025-04-21,2025-04-21,,45.125.12.175,,Intel::ADDR,
,THREATFOX,0.0,2025-04-21,2025-04-21,,31.58.51.98,,Intel::ADDR,
,THREATFOX,0.0,2025-04-21,2025-04-21,,31.58.51.98,,Intel::ADDR,
,THREATFOX,0.0,2025-04-21,2025-04-21,,51.38.137.114,,Intel::ADDR,
,THREATFOX,0.0,2025-04-21,2025-04-21,,103.178.235.240,,Intel::ADDR,
,THREATFOX,0.0,2025-04-21,2025-04-21,,103.178.235.240,,Intel::ADDR,
,THREATFOX,0.0,2025-04-21,2025-04-21,,104.168.101.27,,Intel::ADDR,
,THREATFOX,0.0,2025-04-21,2025-04-21,,104.168.101.27,,Intel::ADDR,
,THREATFOX,0.0,2025-04-21,2025-04-21,,176.65.137.221,,Intel::ADDR,
,THREATFOX,0.0,2025-04-21,2025-04-21,,176.65.137.221,,Intel::ADDR,
,THREATFOX,0.0,2025-04-21,2025-04-21,,176.65.138.240,,Intel::ADDR,
,THREATFOX,0.0,2025-04-21,2025-04-21,,176.65.140.174,,Intel::ADDR,
,THREATFOX,0.0,2025-04-21,2025-04-21,,176.65.140.174,,Intel::ADDR,
,THREATFOX,0.0,2025-04-21,2025-04-21,,176.65.141.183,,Intel::ADDR,
,THREATFOX,0.0,2025-04-21,2025-04-21,,176.65.142.252,,Intel::ADDR,
,THREATFOX,0.0,2025-04-21,2025-04-21,,176.65.144.193,,Intel::ADDR,
,THREATFOX,0.0,2025-04-21,2025-04-21,,176.65.144.193,,Intel::ADDR,
,THREATFOX,0.0,2025-04-21,2025-04-21,,176.65.144.253,,Intel::ADDR,
,THREATFOX,0.0,2025-04-21,2025-04-21,,185.196.9.222,,Intel::ADDR,
,THREATFOX,0.0,2025-04-21,2025-04-21,,185.196.9.222,,Intel::ADDR,
,THREATFOX,0.0,2025-04-21,2025-04-21,,192.241.146.135,,Intel::ADDR,
,THREATFOX,0.0,2025-04-21,2025-04-21,,192.241.146.135,,Intel::ADDR,
,THREATFOX,0.0,2025-04-21,2025-04-21,,196.251.71.29,,Intel::ADDR,
,THREATFOX,0.0,2025-04-21,2025-04-21,,196.251.71.29,,Intel::ADDR,
,THREATFOX,0.0,2025-04-21,2025-04-21,,216.9.224.47,,Intel::ADDR,
,THREATFOX,0.0,2025-04-21,2025-04-21,,196.251.80.200,,Intel::ADDR,
,THREATFOX,0.0,2025-04-21,2025-04-21,,103.77.241.250,,Intel::ADDR,
,THREATFOX,0.0,2025-04-21,2025-04-21,,216.9.224.47,,Intel::ADDR,
,THREATFOX,0.0,2025-04-21,2025-04-21,,213.209.143.24,,Intel::ADDR,
,THREATFOX,0.0,2025-04-21,2025-04-21,,103.77.241.250,,Intel::ADDR,
,THREATFOX,0.0,2025-04-21,2025-04-21,,205.185.125.181,,Intel::ADDR,
,THREATFOX,0.0,2025-04-21,2025-04-21,,89.187.28.82,,Intel::ADDR,
,THREATFOX,0.0,2025-04-21,2025-04-21,,66.63.187.82,,Intel::ADDR,
,THREATFOX,0.0,2025-04-21,2025-04-21,,205.185.125.181,,Intel::ADDR,
,THREATFOX,0.0,2025-04-21,2025-04-21,,61.7.209.115,,Intel::ADDR,
,THREATFOX,0.0,2025-04-21,2025-04-21,,61.7.209.115,,Intel::ADDR,
,THREATFOX,0.0,2025-04-21,2025-04-21,,43.139.50.42,,Intel::ADDR,
,THREATFOX,0.0,2025-04-21,2025-04-21,,107.149.213.17,,Intel::ADDR,
,THREATFOX,0.0,2025-04-21,2025-04-21,,107.149.213.18,,Intel::ADDR,
,THREATFOX,0.0,2025-04-21,2025-04-21,,137.175.86.216,,Intel::ADDR,
,THREATFOX,0.0,2025-04-21,2025-04-21,,137.175.86.215,,Intel::ADDR,
,THREATFOX,0.0,2025-04-21,2025-04-21,,137.175.90.209,,Intel::ADDR,
,THREATFOX,0.0,2025-04-21,2025-04-21,,137.175.86.217,,Intel::ADDR,
,THREATFOX,0.0,2025-04-21,2025-04-21,,137.175.86.219,,Intel::ADDR,
,THREATFOX,0.0,2025-04-21,2025-04-21,,137.175.90.210,,Intel::ADDR,
,THREATFOX,0.0,2025-04-21,2025-04-21,,137.175.90.211,,Intel::ADDR,
,THREATFOX,0.0,2025-04-21,2025-04-21,,198.2.208.57,,Intel::ADDR,
,THREATFOX,0.0,2025-04-21,2025-04-21,,137.175.90.212,,Intel::ADDR,
,THREATFOX,0.0,2025-04-21,2025-04-21,,137.175.90.213,,Intel::ADDR,
,THREATFOX,0.0,2025-04-21,2025-04-21,,198.2.208.60,,Intel::ADDR,
,THREATFOX,0.0,2025-04-21,2025-04-21,,198.2.208.59,,Intel::ADDR,
,THREATFOX,0.0,2025-04-21,2025-04-21,,198.2.208.61,,Intel::ADDR,
,THREATFOX,0.0,2025-04-21,2025-04-21,,3.67.62.142,,Intel::ADDR,
,THREATFOX,0.0,2025-04-21,2025-04-21,,45.88.186.43,,Intel::ADDR,
,THREATFOX,0.0,2025-04-21,2025-04-21,,80.241.209.53,,Intel::ADDR,
,THREATFOX,0.0,2025-04-21,2025-04-21,,95.140.156.252,,Intel::ADDR,
,THREATFOX,0.0,2025-04-21,2025-04-21,,95.140.156.252,,Intel::ADDR,
,THREATFOX,0.0,2025-04-21,2025-04-21,,156.238.245.37,,Intel::ADDR,
,THREATFOX,0.0,2025-04-21,2025-04-21,,156.238.245.37,,Intel::ADDR,
,THREATFOX,0.0,2025-04-21,2025-04-21,,173.249.198.224,,Intel::ADDR,
