domain,category,score,first_seen,last_seen,ports,ip,url,type,file_hash
,Compromised-IPs,0.0,2026-07-31,2026-07-31,,168.144.171.221,,Intel::ADDR,
,Compromised-IPs,0.0,2026-07-31,2026-07-31,,168.144.179.216,,Intel::ADDR,
,Compromised-IPs,0.0,2026-07-31,2026-07-31,,168.144.181.27,,Intel::ADDR,
,Compromised-IPs,0.0,2026-07-31,2026-07-31,,168.195.168.113,,Intel::ADDR,
,Compromised-IPs,0.0,2026-07-31,2026-07-31,,171.231.176.79,,Intel::ADDR,
,Compromised-IPs,0.0,2026-07-31,2026-07-31,,171.231.177.96,,Intel::ADDR,
,Compromised-IPs,0.0,2026-07-31,2026-07-31,,171.231.183.200,,Intel::ADDR,
,Compromised-IPs,0.0,2026-07-31,2026-07-31,,171.231.183.83,,Intel::ADDR,
,Compromised-IPs,0.0,2026-07-31,2026-07-31,,171.231.187.28,,Intel::ADDR,
,Compromised-IPs,0.0,2026-07-31,2026-07-31,,171.231.188.105,,Intel::ADDR,
,Compromised-IPs,0.0,2026-07-31,2026-07-31,,171.231.188.238,,Intel::ADDR,
,Compromised-IPs,0.0,2026-07-31,2026-07-31,,171.231.190.144,,Intel::ADDR,
,Compromised-IPs,0.0,2026-07-31,2026-07-31,,171.231.190.250,,Intel::ADDR,
,Compromised-IPs,0.0,2026-07-31,2026-07-31,,171.231.190.73,,Intel::ADDR,
,Compromised-IPs,0.0,2026-07-31,2026-07-31,,171.231.190.94,,Intel::ADDR,
,Compromised-IPs,0.0,2026-07-31,2026-07-31,,171.231.191.213,,Intel::ADDR,
,Compromised-IPs,0.0,2026-07-31,2026-07-31,,171.231.192.251,,Intel::ADDR,
,Compromised-IPs,0.0,2026-07-31,2026-07-31,,171.231.194.113,,Intel::ADDR,
,Compromised-IPs,0.0,2026-07-31,2026-07-31,,171.231.194.118,,Intel::ADDR,
,Compromised-IPs,0.0,2026-07-31,2026-07-31,,171.231.194.172,,Intel::ADDR,
,Compromised-IPs,0.0,2026-07-31,2026-07-31,,171.231.196.169,,Intel::ADDR,
,Compromised-IPs,0.0,2026-07-31,2026-07-31,,171.231.197.233,,Intel::ADDR,
,Compromised-IPs,0.0,2026-07-31,2026-07-31,,171.231.197.235,,Intel::ADDR,
,Compromised-IPs,0.0,2026-07-31,2026-07-31,,171.231.197.6,,Intel::ADDR,
,Compromised-IPs,0.0,2026-07-31,2026-07-31,,171.243.150.132,,Intel::ADDR,
,Compromised-IPs,0.0,2026-07-31,2026-07-31,,171.243.150.217,,Intel::ADDR,
,Compromised-IPs,0.0,2026-07-31,2026-07-31,,171.243.150.226,,Intel::ADDR,
,Compromised-IPs,0.0,2026-07-31,2026-07-31,,171.243.150.247,,Intel::ADDR,
,Compromised-IPs,0.0,2026-07-31,2026-07-31,,171.243.150.251,,Intel::ADDR,
,Compromised-IPs,0.0,2026-07-31,2026-07-31,,171.243.151.230,,Intel::ADDR,
,Compromised-IPs,0.0,2026-07-31,2026-07-31,,171.80.9.247,,Intel::ADDR,
,Compromised-IPs,0.0,2026-07-31,2026-07-31,,175.203.23.245,,Intel::ADDR,
