domain,category,score,first_seen,last_seen,ports,ip,url,type,file_hash
,TweetFeed,0.0,2026-08-01,2026-08-01,,79.141.166.211,,Intel::ADDR,
,TweetFeed,0.0,2026-08-01,2026-08-01,,31.40.204.237,,Intel::ADDR,
,TweetFeed,0.0,2026-08-01,2026-08-01,,103.81.116.10,,Intel::ADDR,
,TweetFeed,0.0,2026-08-01,2026-08-01,,94.16.122.201,,Intel::ADDR,
,TweetFeed,0.0,2026-08-01,2026-08-01,,94.16.122.201,,Intel::ADDR,
,TweetFeed,0.0,2026-08-01,2026-08-01,,208.76.221.223,,Intel::ADDR,
,TweetFeed,0.0,2026-08-01,2026-08-01,,208.76.221.223,,Intel::ADDR,
,TweetFeed,0.0,2026-08-01,2026-08-01,,74.115.51.8,,Intel::ADDR,
,TweetFeed,0.0,2026-08-01,2026-08-01,,2.26.99.25,,Intel::ADDR,
,TweetFeed,0.0,2026-08-01,2026-08-01,,161.97.99.1,,Intel::ADDR,
,TweetFeed,0.0,2026-08-01,2026-08-01,,161.97.99.1,,Intel::ADDR,
,TweetFeed,0.0,2026-08-01,2026-08-01,,158.51.78.251,,Intel::ADDR,
,TweetFeed,0.0,2026-08-01,2026-08-01,,34.143.230.119,,Intel::ADDR,
,TweetFeed,0.0,2026-08-01,2026-08-01,,185.27.134.208,,Intel::ADDR,
,TweetFeed,0.0,2026-08-01,2026-08-01,,45.61.163.8,,Intel::ADDR,
,TweetFeed,0.0,2026-08-01,2026-08-01,,91.84.123.114,,Intel::ADDR,
,TweetFeed,0.0,2026-08-01,2026-08-01,,146.103.126.213,,Intel::ADDR,
,TweetFeed,0.0,2026-08-01,2026-08-01,,146.103.106.67,,Intel::ADDR,
,TweetFeed,0.0,2026-08-01,2026-08-01,,43.163.207.119,,Intel::ADDR,
,TweetFeed,0.0,2026-08-01,2026-08-01,,43.155.174.59,,Intel::ADDR,
,TweetFeed,0.0,2026-08-01,2026-08-01,,118.107.0.196,,Intel::ADDR,
,TweetFeed,0.0,2026-08-01,2026-08-01,,118.107.0.196,,Intel::ADDR,
,TweetFeed,0.0,2026-08-01,2026-08-01,,118.107.0.196,,Intel::ADDR,
,TweetFeed,0.0,2026-08-01,2026-08-01,,15.235.174.203,,Intel::ADDR,
,TweetFeed,0.0,2026-08-01,2026-08-01,,15.235.174.203,,Intel::ADDR,
,TweetFeed,0.0,2026-08-01,2026-08-01,,207.189.9.139,,Intel::ADDR,
,TweetFeed,0.0,2026-08-01,2026-08-01,,207.189.9.139,,Intel::ADDR,
,TweetFeed,0.0,2026-08-01,2026-08-01,,38.55.194.116,,Intel::ADDR,
,TweetFeed,0.0,2026-08-01,2026-08-01,,38.55.198.163,,Intel::ADDR,
,TweetFeed,0.0,2026-08-01,2026-08-01,,38.55.199.195,,Intel::ADDR,
,TweetFeed,0.0,2026-08-01,2026-08-01,,38.147.170.181,,Intel::ADDR,
,TweetFeed,0.0,2026-08-01,2026-08-01,,38.147.173.245,,Intel::ADDR,
,TweetFeed,0.0,2026-08-01,2026-08-01,,38.207.177.244,,Intel::ADDR,
,TweetFeed,0.0,2026-08-01,2026-08-01,,45.136.13.167,,Intel::ADDR,
,TweetFeed,0.0,2026-08-01,2026-08-01,,45.144.136.29,,Intel::ADDR,
,TweetFeed,0.0,2026-08-01,2026-08-01,,45.145.228.83,,Intel::ADDR,
,TweetFeed,0.0,2026-08-01,2026-08-01,,83.229.122.126,,Intel::ADDR,
,TweetFeed,0.0,2026-08-01,2026-08-01,,103.143.81.137,,Intel::ADDR,
,TweetFeed,0.0,2026-08-01,2026-08-01,,121.196.226.244,,Intel::ADDR,
,TweetFeed,0.0,2026-08-01,2026-08-01,,124.223.49.5,,Intel::ADDR,
,TweetFeed,0.0,2026-08-01,2026-08-01,,130.94.12.40,,Intel::ADDR,
,TweetFeed,0.0,2026-08-01,2026-08-01,,149.104.28.94,,Intel::ADDR,
,TweetFeed,0.0,2026-08-01,2026-08-01,,193.134.209.194,,Intel::ADDR,
,TweetFeed,0.0,2026-08-01,2026-08-01,,207.57.129.28,,Intel::ADDR,
,TweetFeed,0.0,2026-08-01,2026-08-01,,207.57.131.245,,Intel::ADDR,
,TweetFeed,0.0,2026-08-01,2026-08-01,,1.6.1.1,,Intel::ADDR,
,TweetFeed,0.0,2026-08-01,2026-08-01,,1.11.3.1,,Intel::ADDR,
,TweetFeed,0.0,2026-08-01,2026-08-01,,2.1.11.3,,Intel::ADDR,
,TweetFeed,0.0,2026-08-01,2026-08-01,,198.37.105.19,,Intel::ADDR,
,TweetFeed,0.0,2026-08-01,2026-08-01,,198.37.105.19,,Intel::ADDR,
,TweetFeed,0.0,2026-08-01,2026-08-01,,172.245.12.92,,Intel::ADDR,
,TweetFeed,0.0,2026-08-01,2026-08-01,,172.245.12.92,,Intel::ADDR,
,TweetFeed,0.0,2026-08-01,2026-08-01,,103.194.106.229,,Intel::ADDR,
,TweetFeed,0.0,2026-08-01,2026-08-01,,185.242.235.16,,Intel::ADDR,
,TweetFeed,0.0,2026-08-01,2026-08-01,,66.154.108.173,,Intel::ADDR,
,TweetFeed,0.0,2026-08-01,2026-08-01,,101.37.210.236,,Intel::ADDR,
,TweetFeed,0.0,2026-08-01,2026-08-01,,35.78.107.61,,Intel::ADDR,
,TweetFeed,0.0,2026-08-01,2026-08-01,,124.222.164.176,,Intel::ADDR,
,TweetFeed,0.0,2026-08-01,2026-08-01,,152.32.252.32,,Intel::ADDR,
,TweetFeed,0.0,2026-08-01,2026-08-01,,38.76.169.125,,Intel::ADDR,
,TweetFeed,0.0,2026-08-01,2026-08-01,,183.250.89.44,,Intel::ADDR,
,TweetFeed,0.0,2026-08-01,2026-08-01,,38.148.249.2,,Intel::ADDR,
,TweetFeed,0.0,2026-08-01,2026-08-01,,45.145.228.130,,Intel::ADDR,
,TweetFeed,0.0,2026-08-01,2026-08-01,,96.125.163.17,,Intel::ADDR,
,TweetFeed,0.0,2026-08-01,2026-08-01,,46.30.188.99,,Intel::ADDR,
,TweetFeed,0.0,2026-08-01,2026-08-01,,45.64.186.26,,Intel::ADDR,
,TweetFeed,0.0,2026-08-01,2026-08-01,,45.64.186.26,,Intel::ADDR,
,TweetFeed,0.0,2026-08-01,2026-08-01,,196.251.121.49,,Intel::ADDR,
,TweetFeed,0.0,2026-08-01,2026-08-01,,103.77.242.187,,Intel::ADDR,
,TweetFeed,0.0,2026-08-01,2026-08-01,,45.83.179.102,,Intel::ADDR,
,TweetFeed,0.0,2026-08-01,2026-08-01,,34.139.85.106,,Intel::ADDR,
,TweetFeed,0.0,2026-08-01,2026-08-01,,151.241.154.227,,Intel::ADDR,
,TweetFeed,0.0,2026-08-01,2026-08-01,,151.241.154.227,,Intel::ADDR,
,TweetFeed,0.0,2026-08-01,2026-08-01,,209.99.190.66,,Intel::ADDR,
,TweetFeed,0.0,2026-08-01,2026-08-01,,1.9.117.13,,Intel::ADDR,
,TweetFeed,0.0,2026-08-01,2026-08-01,,100.58.181.19,,Intel::ADDR,
,TweetFeed,0.0,2026-08-01,2026-08-01,,103.117.100.117,,Intel::ADDR,
,TweetFeed,0.0,2026-08-01,2026-08-01,,103.24.13.72,,Intel::ADDR,
,TweetFeed,0.0,2026-08-01,2026-08-01,,103.57.248.202,,Intel::ADDR,
,TweetFeed,0.0,2026-08-01,2026-08-01,,103.57.248.242,,Intel::ADDR,
,TweetFeed,0.0,2026-08-01,2026-08-01,,103.57.248.42,,Intel::ADDR,
,TweetFeed,0.0,2026-08-01,2026-08-01,,103.57.248.81,,Intel::ADDR,
